1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
41	112819.597746	0.000000	0.000077	5950.056279	0.6
42	99628.851230	0.000000	0.000077	4010.455637	0.6
43	125733.518388	0.000000	0.000077	3516.690275	0.6
44	111691.661461	0.000000	0.000077	4315.853309	0.6
45	106032.452728	0.000000	0.000077	3669.688965	0.5
46	102145.591736	0.000000	0.000077	4144.487783	0.5
47	108304.139464	0.000000	0.000077	4085.815415	0.5
48	105186.916483	0.000000	0.000077	3584.905124	0.5
49	101435.002541	0.000000	0.000077	3175.142687	0.6
50	111464.209492	0.000000	0.000077	3996.445453	0.6
51	89767.526370	0.000000	0.000077	3717.300140	0.6
52	100537.887981	0.000000	0.000077	3132.860016	0.5
53	105515.266117	0.000000	0.000077	3069.100783	0.6
54	97441.565324	0.000000	0.000077	3399.485892	2.2
55	96772.417854	0.000000	0.000077	2888.952542	4.0
56	97006.223246	0.000000	0.000077	2597.488227	1.3
57	94801.331548	0.000000	0.000077	3631.927513	1.4
58	91774.244545	0.000000	0.000077	2982.409630	2.0
59	108712.039225	0.000000	0.000077	3433.116096	2.6
60	92068.196737	0.000000	0.000077	2364.968328	0.7
61	99782.341751	0.000000	0.000077	3294.083513	0.7
62	99766.230663	0.000000	0.000077	3361.164690	0.6
63	93195.780843	0.000000	0.000077	1811.477504	0.6
64	86444.150939	0.000000	0.000077	2896.213140	0.6
65	93014.459635	0.000000	0.000077	2396.358805	0.7
66	87778.653654	0.000000	0.000077	1719.895096	0.6
67	93197.347324	0.000000	0.000077	1705.420611	0.6
68	87608.781432	0.000000	0.000077	2770.660455	0.7
69	87580.556514	0.000000	0.000077	2215.486700	0.6
70	83599.431243	0.000000	0.000077	1719.323784	0.6
71	87200.779420	0.000000	0.000077	2421.888038	0.6
72	96477.053133	0.000000	0.000077	2074.489701	1.4
73	90674.000247	0.000000	0.000077	1474.064966	0.7
74	90215.771718	0.000000	0.000077	1697.954888	0.8
75	90310.362649	0.000000	0.000077	1699.991892	0.8
76	89155.085868	0.000000	0.000077	1230.210571	0.6
77	98286.473988	0.000000	0.000077	2477.798582	0.6
78	96742.972662	0.000000	0.000077	1800.080567	0.6
79	98738.476004	0.000000	0.000077	1568.244377	0.6
80	96574.787096	0.000000	0.000077	1930.247729	0.6
81	90997.325427	0.000000	0.000077	1418.604598	0.6
82	93258.163170	0.000000	0.000077	1231.317322	0.6
83	88626.231230	0.000000	0.000077	1267.314677	0.6
84	83717.410910	0.000000	0.000077	1553.534452	0.6
85	83356.725387	0.000000	0.000077	1610.800458	0.6
86	81924.913943	0.000000	0.000077	2086.954938	0.6
87	90419.307251	0.000000	0.000077	2014.215426	0.6
88	87275.312048	0.000000	0.000077	1585.304540	0.6
89	101546.742689	0.000000	0.000077	967.135193	0.6
90	96117.774327	0.000000	0.000077	1316.713731	0.6
91	88773.593110	0.000000	0.000077	922.190831	0.6
92	91467.278601	0.000000	0.000077	1365.678174	0.6
93	90588.738483	0.000000	0.000077	1269.020023	0.6
94	88900.505380	0.594687	0.000075	740.181617	0.6
95	77189.431007	0.550753	0.000076	988.969665	0.6
96	102788.365047	0.506821	0.000076	898.537690	1.0
97	89848.917027	0.478187	0.000076	1191.990150	1.5
98	91271.818375	0.434254	0.000076	1009.593869	2.4
99	83063.057448	0.390334	0.000076	1403.199498	0.8
100	85103.362721	0.346401	0.000076	759.617833	0.6
101	79223.814265	1.346398	0.000073	1438.038358	0.7
102	85252.980036	1.302464	0.000073	1343.796666	0.6
103	86170.315136	1.258531	0.000073	583.213829	0.6
104	90811.840999	1.214597	0.000073	1148.762450	0.6
105	80972.779513	1.170664	0.000073	1155.918055	0.6
106	81321.784694	1.126731	0.000074	1100.039399	0.9
107	72409.528695	1.082797	0.000074	881.665348	0.6
108	86301.648525	1.038864	0.000074	743.178091	0.6
109	79520.089330	0.994931	0.000074	942.020806	0.6
110	85709.710391	0.950999	0.000074	1209.017691	0.6
111	82944.780816	0.907066	0.000074	1127.398859	0.6
112	88061.679313	0.863132	0.000074	1244.665824	0.6
113	87636.232196	0.819199	0.000075	815.857603	0.5
114	97457.052278	0.775265	0.000075	727.476496	0.6
115	72069.664655	0.739987	0.000075	750.767387	0.6
116	82876.358705	0.696634	0.000075	1293.170442	0.7
117	69287.385424	0.652993	0.000075	748.356843	0.6
118	79144.804301	0.609059	0.000075	509.439667	0.6
119	88657.087305	0.565181	0.000075	541.882850	0.6
120	99358.852770	0.528893	0.000076	1288.011463	0.6
121	91687.670049	0.517791	0.000076	498.387859	0.6
122	81711.999013	0.473858	0.000076	1356.135817	0.6
123	83533.079381	0.430053	0.000076	523.347729	0.7
124	80369.107526	0.386127	0.000076	1880.836290	0.6
125	90520.354451	0.342193	0.000076	705.946364	0.6
126	92700.120838	0.298260	0.000076	882.132499	0.6
127	79962.431408	0.254327	0.000077	427.816906	0.7
128	86622.366861	0.210682	0.000077	794.208807	0.6
129	91664.842338	0.167709	0.000077	957.130907	0.6
130	85565.202725	0.125414	0.000077	968.714087	0.6
131	93303.191339	0.081481	0.000077	751.212226	0.6
132	83520.191891	0.038593	0.000077	688.781950	0.5
133	86627.798060	0.000000	0.000077	721.011537	0.5
134	85994.061031	0.000000	0.000077	963.813040	0.5
135	90278.970029	0.000000	0.000077	219.947418	0.6
136	79945.194704	0.099333	0.000077	894.567715	0.5
137	78036.735666	0.088474	0.000077	590.065873	0.7
138	79440.654194	1.041266	0.000074	832.992303	1.2
139	93597.886307	1.060017	0.000074	964.127965	0.6
140	80114.056153	1.098224	0.000074	534.961390	0.6
141	87602.594697	1.067609	0.000074	1298.114565	0.6
142	86688.725341	1.055550	0.000074	730.541933	0.6
143	90028.857859	2.055487	0.000071	747.023202	0.6
144	98482.884371	2.011558	0.000071	630.419500	0.7
145	81109.674657	2.180860	0.000070	864.836391	0.6
146	95309.860162	2.178320	0.000070	701.782341	0.6
147	80403.021928	2.134400	0.000070	874.222685	0.5
148	88255.635952	2.123516	0.000070	738.242432	0.6
149	89612.444588	2.108016	0.000070	808.810881	0.5
150	86865.147792	2.101568	0.000070	813.426222	0.5
151	93065.205351	3.041231	0.000068	893.938394	0.5
152	84934.484344	4.036557	0.000065	1036.918368	0.6
153	81392.709582	3.992624	0.000065	494.166797	0.6
154	79733.600338	3.948902	0.000065	1009.757041	0.5
155	91709.111834	4.268705	0.000064	1017.143404	0.5
156	90076.918115	4.237717	0.000064	314.949246	0.5
157	93562.723226	4.328964	0.000064	1292.880785	0.5
158	85793.622174	4.285398	0.000064	946.932861	0.6
159	84706.511554	4.241855	0.000064	460.227535	0.6
160	94664.421329	4.210688	0.000065	1217.636179	0.5
161	82796.285624	4.967880	0.000063	474.350384	0.6
162	81638.914088	4.930984	0.000063	535.312041	0.6
163	90745.975541	4.887698	0.000063	1076.151524	0.6
164	80747.769335	4.864921	0.000063	1050.075072	0.6
165	90299.829372	5.812636	0.000061	540.427148	0.6
166	85280.563648	5.768702	0.000061	1822.869422	0.6
167	88396.170677	6.768702	0.000059	421.778030	0.6
168	82683.400042	6.748252	0.000059	939.823475	0.6
169	85068.348007	6.716853	0.000059	667.154666	0.6
170	100820.273554	6.672920	0.000059	982.494832	0.6
171	84228.443679	7.665817	0.000057	344.092524	0.7
172	80529.768821	7.878017	0.000056	860.304536	0.7
173	86961.333996	7.836130	0.000056	1202.473999	0.6
174	83733.118480	7.792197	0.000057	1308.589215	0.6
175	80043.424153	7.762122	0.000057	590.608638	0.5
176	89603.225338	7.718240	0.000057	899.845484	0.5
177	90560.132539	8.240070	0.000056	784.389179	0.5
178	81994.360550	8.901911	0.000054	508.112699	0.5
179	81854.738867	8.907458	0.000054	1038.697495	0.6
180	90694.003344	8.863701	0.000054	800.601893	0.5
181	85845.197806	9.165992	0.000054	1045.305538	0.5
182	89198.419141	10.165987	0.000052	890.680216	0.5
183	91426.989047	10.703719	0.000051	965.981287	0.5
184	95195.981309	11.467695	0.000050	843.041910	0.5
185	82793.759941	12.404381	0.000049	957.267509	0.6
186	76614.218878	12.368313	0.000049	448.874612	0.9
187	84984.399085	13.230368	0.000048	839.084223	1.0
188	80205.467102	13.189829	0.000048	897.679052	2.0
189	85226.887921	13.145913	0.000048	821.008053	0.8
190	80377.414712	13.101984	0.000048	651.710274	0.6
191	77851.774648	13.058526	0.000048	619.220003	0.6
192	88746.618854	13.017628	0.000048	807.355426	0.6
193	75591.318357	13.955000	0.000047	932.192085	0.6
194	77298.462116	14.309643	0.000046	908.749521	0.6
195	71826.000513	14.265854	0.000046	829.032710	0.6
196	91630.694275	14.221921	0.000046	726.027474	0.6
197	87620.534767	14.179172	0.000046	1496.610767	0.6
198	91294.788792	14.135240	0.000046	561.535046	0.6
199	76850.319275	15.134484	0.000045	544.579801	0.6
200	84560.650948	15.090646	0.000045	1301.958191	0.7
201	89968.904198	15.103524	0.000045	779.031400	0.6
202	75982.471686	15.071400	0.000045	1025.936846	0.6
203	90897.227601	15.027467	0.000045	1290.131081	0.6
204	93877.643956	16.027437	0.000044	1029.006675	0.6
205	85312.553440	17.027437	0.000043	1025.916693	0.6
206	82968.901892	18.027221	0.000042	828.729987	0.7
207	87814.379017	17.983333	0.000042	791.459007	0.6
208	86023.976431	17.939400	0.000042	876.952215	0.6
209	72363.786177	17.933863	0.000042	693.359671	0.6
210	93344.384467	18.901085	0.000041	560.117917	0.6
211	94207.286430	18.936724	0.000041	488.645695	0.6
212	99104.072683	18.901012	0.000041	1164.472006	0.6
213	76889.179306	19.663102	0.000040	1779.165974	0.7
214	81136.147342	20.663102	0.000039	1404.153314	0.7
215	78393.559226	20.619168	0.000039	918.533969	0.8
216	90765.916337	20.575235	0.000039	946.774329	0.8
217	82014.325287	20.531302	0.000039	825.073680	0.8
218	81815.750501	20.487372	0.000039	556.549051	0.9
219	89976.029408	20.459927	0.000039	1186.148584	0.7
220	78834.005009	20.416260	0.000039	749.864984	0.7
221	82924.187029	20.397794	0.000039	1103.494059	0.7
222	99574.856123	21.396957	0.000038	1589.537377	0.7
223	88084.488834	21.353024	0.000038	849.481714	0.7
224	92022.627408	21.309092	0.000038	340.956329	0.6
225	82282.656846	21.265664	0.000039	934.965678	0.7
226	92655.810019	21.222338	0.000039	707.321613	0.7
227	73687.068155	21.179357	0.000039	482.459657	0.8
228	79327.197799	21.159680	0.000039	1007.047989	1.0
229	87120.522841	21.783964	0.000038	591.866013	2.8
230	90670.499398	21.740031	0.000038	1317.697602	0.6
231	80268.775662	21.696098	0.000038	850.851942	0.6
232	85049.890941	22.691585	0.000037	806.749235	0.6
233	75121.700039	22.647651	0.000037	600.201464	0.5
234	82004.361793	22.603739	0.000037	921.212248	0.6
235	76104.500500	23.593218	0.000036	1321.148282	0.5
236	87229.638595	24.593218	0.000036	996.222252	0.6
237	91027.777801	24.549284	0.000036	1752.365451	0.6
238	87312.486753	25.526671	0.000035	618.127487	0.5
239	77635.526001	25.483388	0.000035	907.026684	0.5
240	92440.520535	25.443253	0.000035	1045.897246	0.6
241	82128.448000	25.399321	0.000035	726.988554	0.6
242	80536.510170	26.397809	0.000034	1498.701244	0.6
243	74776.844921	27.397295	0.000034	601.639331	0.5
244	83539.147830	28.397295	0.000033	855.167037	1.2
245	96261.479469	28.434733	0.000033	1150.845842	0.5
246	89800.866391	29.388084	0.000032	896.325410	0.5
247	81595.491199	30.388083	0.000032	903.174432	0.6
248	76596.480303	30.357180	0.000032	556.216297	0.6
249	85622.307284	30.313256	0.000032	929.533789	0.7
250	84287.220088	31.303822	0.000031	1006.882030	0.6
251	79794.491360	31.259890	0.000031	877.847368	0.6
252	93077.954875	32.259855	0.000031	864.024692	0.6
253	84480.581266	33.259819	0.000030	1723.137532	0.6
254	74509.596386	33.215889	0.000030	1683.119015	0.6
255	77224.587858	34.215888	0.000029	461.182589	0.6
