1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
113	133215.218236	6.580900	0.000056	1074.841079	1.4
114	147247.965651	7.572403	0.000054	890.772392	1.6
115	144243.082792	6.645462	0.000056	905.341456	1.8
116	134245.078389	5.808643	0.000058	1148.150786	1.5
117	131093.602573	6.775385	0.000056	1160.500099	1.8
118	139382.097983	7.775325	0.000054	482.548326	1.7
119	140086.235272	6.824918	0.000055	661.454102	1.5
120	133401.646625	7.762551	0.000054	1798.392482	1.5
121	136027.403196	7.445761	0.000054	1506.270830	1.4
122	138989.988498	6.494200	0.000056	1479.242112	1.3
123	134549.451149	7.494200	0.000054	507.016298	1.5
124	145424.469867	6.542663	0.000056	1129.536657	1.6
125	136199.156009	5.631807	0.000058	1009.982651	1.4
126	134310.065386	6.631748	0.000056	837.236076	1.6
127	137197.914888	6.464780	0.000056	1149.927133	1.8
128	130272.046010	7.464461	0.000054	960.064695	1.4
129	133011.392509	8.430510	0.000052	1165.406605	1.4
130	126335.105518	9.430510	0.000051	1348.977965	1.5
131	137640.643981	10.430510	0.000049	914.308772	1.5
132	152303.816103	11.430303	0.000048	992.106773	1.5
133	141439.960717	10.478932	0.000049	899.320587	1.6
134	136212.119077	9.529177	0.000051	1032.298181	1.5
135	134099.101174	8.676646	0.000052	1066.760557	1.3
136	133097.594344	7.725084	0.000054	1314.699665	1.7
137	137272.731645	7.794658	0.000054	839.320735	3.5
138	135680.976531	8.794361	0.000052	737.027422	1.5
139	143028.183588	9.775317	0.000050	891.018187	1.6
140	138349.764055	8.826975	0.000052	1035.329776	1.4
141	129113.262614	7.880188	0.000053	1274.284591	1.4
142	136481.852338	8.878996	0.000052	1223.218179	1.4
143	136140.589360	9.461313	0.000051	849.474287	1.5
144	135199.415410	10.460926	0.000049	555.693280	1.7
145	129542.917397	11.390023	0.000048	1000.836559	1.6
146	139832.240680	12.384951	0.000046	830.748927	1.8
147	140729.481157	11.445013	0.000048	1802.457377	1.5
148	137811.847076	10.989362	0.000048	1483.771018	1.5
149	140494.176592	11.989362	0.000047	1343.970561	1.6
150	147194.306891	12.989361	0.000045	591.768776	1.5
151	134990.388891	12.038924	0.000047	567.519586	1.5
152	144183.703571	12.992191	0.000045	691.390798	1.3
153	141592.170424	12.874153	0.000046	1275.427897	1.8
154	133281.413611	13.874107	0.000044	634.239087	1.5
155	140140.534848	14.873053	0.000043	1642.456675	1.8
156	133862.311160	15.412013	0.000042	994.641803	2.1
157	129731.072240	16.364368	0.000041	846.237792	1.7
158	134313.755823	17.364012	0.000040	1649.614628	1.6
159	135304.909008	18.364012	0.000039	797.186818	1.6
160	138782.377768	17.470526	0.000040	660.073448	1.5
161	132600.217064	17.085074	0.000041	1076.345321	1.5
162	132683.269679	17.779149	0.000040	691.340609	1.4
163	134022.163511	18.766021	0.000039	1089.613589	1.6
164	129629.873864	19.761021	0.000038	1025.441468	1.5
165	136683.867975	20.678072	0.000037	1553.295013	1.5
166	142667.603269	19.726513	0.000038	698.217573	1.7
167	132769.140186	20.725990	0.000037	980.733010	1.5
168	135627.856508	21.642563	0.000036	940.740763	1.6
169	132966.738048	22.622685	0.000035	1441.651882	1.6
170	149911.703089	21.671481	0.000036	1165.953033	1.6
171	132540.507368	20.719923	0.000037	839.652072	1.5
172	144543.565908	19.768417	0.000038	1088.115234	1.6
173	128659.834178	20.768416	0.000037	534.922160	2.0
174	138383.005696	21.766378	0.000036	1079.615641	3.4
175	135781.116763	21.150441	0.000037	585.130891	1.5
176	138004.442236	22.150250	0.000036	862.338364	1.4
177	147182.748471	23.120341	0.000035	1428.516638	1.4
178	136763.749235	24.120313	0.000034	1319.250007	1.5
179	139095.800899	25.120313	0.000033	899.088094	1.4
180	133950.477813	24.238395	0.000034	1646.812801	1.6
181	132304.719904	25.237749	0.000033	704.058165	1.5
182	137930.544577	25.062848	0.000034	1162.896620	1.5
183	138198.062714	26.061603	0.000033	972.906673	1.4
184	134830.477129	25.115293	0.000033	964.813660	1.3
185	135639.175397	26.115280	0.000033	717.534265	2.1
186	138501.224883	27.113597	0.000032	748.061751	1.7
187	138512.777911	28.113103	0.000031	743.413018	1.8
188	137274.298640	28.689526	0.000031	746.505443	1.4
189	132413.417893	29.511152	0.000031	1151.049307	1.4
190	132871.646247	28.560100	0.000031	1533.335493	1.6
191	135676.582057	29.560100	0.000031	1475.867165	1.5
192	142306.993622	30.560100	0.000030	943.548294	1.3
193	143619.851463	31.560100	0.000029	666.440577	1.6
194	135457.888930	32.547225	0.000029	1052.204821	1.8
195	127572.882574	31.632390	0.000029	1030.956903	2.0
196	130966.275236	30.680844	0.000030	749.516923	2.4
197	126744.402560	31.668042	0.000029	785.556199	1.8
198	140459.120169	32.661825	0.000029	1247.420993	1.5
199	143843.556354	32.583573	0.000029	1451.318888	1.6
200	136165.019152	31.632013	0.000029	1125.175221	1.5
201	127820.810070	32.632002	0.000029	1593.242322	1.6
202	137846.961452	31.680440	0.000029	1100.528298	1.6
203	132713.220110	32.671803	0.000029	1148.968809	1.8
204	135774.530039	31.744658	0.000029	1202.867360	1.5
205	134453.667531	30.793096	0.000030	623.184985	1.4
206	132054.159210	31.792055	0.000029	1140.869996	1.5
207	131821.114420	30.840500	0.000030	487.705352	1.4
208	136527.355742	30.986039	0.000030	641.556399	1.9
209	140017.183790	31.864983	0.000029	1337.473822	1.7
210	130512.669187	30.913433	0.000030	702.936919	2.1
211	129108.654736	31.912599	0.000029	2284.541039	1.7
212	132963.963423	30.961037	0.000030	1236.937811	1.6
213	142623.884405	31.959963	0.000029	1426.881950	1.7
214	137721.773781	32.959963	0.000029	992.862763	1.4
215	138366.719875	33.959963	0.000028	1045.331902	3.9
216	131967.015979	33.008418	0.000029	1045.282193	3.5
217	133725.121497	32.056908	0.000029	2054.360239	1.4
218	131413.174504	31.105551	0.000030	1109.458095	1.4
219	135938.540316	32.105551	0.000029	1216.092561	1.4
220	132979.251031	32.788239	0.000029	1262.875892	1.6
221	132414.698577	33.788236	0.000028	1561.967531	1.5
222	132575.538686	34.788236	0.000028	1278.630806	1.7
223	132736.918904	33.836674	0.000028	727.715745	1.6
224	127290.126223	32.885602	0.000029	1002.198800	1.4
225	135234.764479	31.958503	0.000029	1294.240322	2.4
226	140762.231836	31.007322	0.000030	753.419042	2.3
227	133608.925431	30.056005	0.000030	1507.329397	1.5
228	132251.951299	30.946794	0.000030	685.335810	1.4
229	137506.508616	29.995233	0.000030	1198.238511	1.4
230	138206.678056	30.910067	0.000030	594.490037	1.4
231	131504.390111	31.890383	0.000029	822.427102	1.5
232	133792.832155	32.872078	0.000029	559.592997	1.5
233	134334.338194	33.869963	0.000028	705.585557	1.6
234	142051.793186	34.475810	0.000028	1111.538656	1.4
235	138071.311569	35.470186	0.000027	1049.545209	1.6
236	138777.594953	36.470186	0.000027	1678.986702	1.5
237	122944.283141	37.470176	0.000026	1228.321075	1.4
238	145838.027649	38.470176	0.000026	1043.786960	1.5
239	134591.853595	37.605935	0.000026	718.037578	1.4
240	128456.659335	38.586189	0.000026	1377.366681	1.3
241	130084.706675	39.583806	0.000025	519.022611	1.5
242	132126.823943	38.779249	0.000026	1035.905312	1.6
243	136580.590227	39.776354	0.000025	864.462617	1.6
244	136041.873791	38.835033	0.000026	1146.489348	1.7
245	139407.377328	37.883472	0.000026	1458.271496	2.5
246	138471.587710	38.883425	0.000026	1377.282146	1.6
247	123294.337893	37.931911	0.000026	1437.117254	1.4
248	131854.048967	37.711652	0.000026	1231.825132	1.8
249	134386.104113	38.711652	0.000026	566.449170	1.3
250	133207.239374	39.693824	0.000025	560.772367	1.8
251	134911.960268	40.178090	0.000025	1077.358157	1.6
252	147024.074332	41.157417	0.000025	1059.382813	1.8
253	140762.053074	40.208867	0.000025	659.481767	1.9
254	137883.774487	39.284942	0.000026	1424.522426	1.7
255	124451.179156	38.334081	0.000026	1232.209208	1.7
