1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
100	114747.645204	2.503975	0.000032	639.628204	0.6
101	112605.384991	3.494267	0.000031	1590.579881	0.6
102	108254.562907	3.190154	0.000031	819.649029	0.6
103	127176.016479	4.158571	0.000030	1703.095399	0.6
104	130845.952909	3.198852	0.000031	1368.790184	0.6
105	134272.616648	2.746179	0.000031	2099.742595	0.6
106	113740.710941	3.746179	0.000030	1165.409092	0.6
107	102817.658399	4.746179	0.000029	1011.613056	0.6
108	106852.141462	3.869943	0.000030	815.804477	0.6
109	130597.341737	4.129643	0.000030	841.495674	0.6
110	120281.886694	4.462529	0.000029	1935.247689	0.6
111	125981.222502	5.462282	0.000028	2275.239152	0.8
112	121972.972104	4.555902	0.000029	1316.736382	0.7
113	112356.985682	5.549282	0.000028	996.692721	1.6
114	118853.665951	4.918366	0.000029	1280.255834	1.9
115	116479.625684	3.952343	0.000030	1661.568510	0.8
116	119566.836013	2.993087	0.000031	1999.973081	0.8
117	108033.924679	2.026644	0.000032	1095.140598	0.6
118	101643.976122	3.025796	0.000031	839.959333	0.6
119	114941.732004	3.001001	0.000031	1278.837659	0.7
120	123635.741688	3.979613	0.000030	1460.385758	0.6
121	116325.714219	3.550845	0.000030	2041.360401	0.6
122	107552.888141	4.547942	0.000029	1277.781403	0.6
123	120396.245726	3.581213	0.000030	1096.397798	0.6
124	107867.952402	4.418301	0.000029	1262.611731	0.6
125	118716.285330	5.256733	0.000028	1567.942881	0.6
126	126156.218603	6.241692	0.000027	1757.838018	0.6
127	107654.891296	7.241443	0.000026	1034.030076	0.6
128	109837.515962	8.098109	0.000026	940.454653	0.6
129	97032.428239	9.010767	0.000025	1112.273420	0.6
130	117097.912940	8.432624	0.000025	1634.983285	0.6
131	113663.968257	7.789980	0.000026	2478.731726	0.6
132	116460.118711	8.789980	0.000025	2014.189571	0.6
133	107226.927266	9.785328	0.000024	1439.226840	0.6
134	113842.170581	10.774717	0.000024	1238.398903	0.6
135	109620.713423	9.844018	0.000024	1210.256245	0.6
136	125457.114260	10.842992	0.000023	1144.365592	0.6
137	126228.452035	10.052069	0.000024	1511.075606	0.6
138	111369.612245	11.045552	0.000023	1267.081410	0.6
139	123059.179213	10.078847	0.000024	1816.500329	0.6
140	114438.093203	9.112137	0.000025	2569.760942	0.6
141	103664.710203	10.112136	0.000024	1221.375773	0.5
142	117728.090883	11.112124	0.000023	898.631379	0.6
143	129082.918832	10.260589	0.000024	1927.610830	0.5
144	111803.995887	9.369905	0.000025	1214.891307	0.5
145	108429.129239	9.005128	0.000025	1558.181798	0.5
146	111061.141503	9.570504	0.000024	1105.901391	0.5
147	105768.420441	8.623778	0.000025	1100.297164	0.5
148	111823.341963	7.663190	0.000026	1097.051562	0.6
149	112707.461082	6.698574	0.000027	948.598599	0.5
150	109734.082992	7.619460	0.000026	1545.347518	0.6
151	117640.728237	8.451756	0.000025	1464.006132	0.5
152	106796.222775	7.485027	0.000026	608.342816	1.0
153	102786.285847	6.543266	0.000027	1302.538806	0.5
154	126273.460005	7.301962	0.000026	1662.273553	0.6
155	114237.486105	7.709284	0.000026	1433.031312	0.5
156	103406.767608	8.686359	0.000025	2103.811434	0.5
157	117087.755385	7.771579	0.000026	758.550501	0.5
158	111068.983651	6.805081	0.000027	1634.054960	0.5
159	118940.795926	5.838996	0.000028	1623.794716	0.5
160	118507.130076	5.391732	0.000028	985.655985	1.3
161	132001.161581	6.336815	0.000027	1430.719121	2.1
162	115369.707744	5.370418	0.000028	1771.467150	0.7
163	114544.233623	4.864905	0.000029	1460.934578	0.8
164	116591.827621	3.898219	0.000030	1995.245171	0.8
165	115008.710541	4.897973	0.000029	2052.782153	0.7
166	106664.596543	3.931244	0.000030	2204.274031	0.7
167	103749.318790	4.931244	0.000029	1705.226324	0.8
168	114488.666633	5.931244	0.000028	1952.023687	0.7
169	118096.291627	6.931240	0.000027	1457.930829	0.7
170	119891.788467	5.964573	0.000028	1909.587786	0.7
171	120762.935530	5.555161	0.000028	1204.656173	1.5
172	112312.607652	4.588432	0.000029	1424.073769	0.7
173	135332.392701	5.555632	0.000028	2238.007781	0.7
174	111995.441601	4.696991	0.000029	1021.220209	0.7
175	101925.655447	5.695872	0.000028	1126.229224	0.7
176	121370.193312	6.592874	0.000027	1970.766017	0.7
177	131002.737051	7.592858	0.000026	1068.211337	0.7
178	113859.093971	6.626134	0.000027	1607.046343	0.7
179	108174.773222	7.624973	0.000026	1681.454049	0.7
180	108672.983837	6.659317	0.000027	1814.062821	1.2
181	104062.864246	5.692839	0.000028	1194.509023	0.7
182	114704.670402	4.726110	0.000029	1150.128678	0.7
183	115402.123327	5.724480	0.000028	790.319486	0.7
184	119222.135674	6.378970	0.000027	1610.774621	0.6
185	112957.901300	7.378269	0.000026	1521.240872	0.7
186	115478.303998	8.372592	0.000025	625.149629	0.7
187	106166.004804	7.726167	0.000026	1462.569121	0.7
188	123750.861106	6.861317	0.000027	1487.722349	1.1
189	109429.598371	5.910832	0.000028	1353.984801	1.9
190	109030.808436	4.981703	0.000029	1463.365664	0.7
191	106382.464995	4.406822	0.000029	586.499250	0.9
192	104103.122330	3.626533	0.000030	1558.190642	1.3
193	100039.258287	4.622310	0.000029	1357.577335	2.2
194	114762.760193	3.655641	0.000030	1128.358406	1.1
195	106450.974856	3.013527	0.000031	1414.685410	0.7
196	130815.878208	3.814269	0.000030	955.671052	0.6
197	118057.453458	2.943304	0.000031	1821.671135	0.6
198	117805.848934	3.943298	0.000030	1827.167477	0.5
199	119923.678845	4.897889	0.000029	2097.481744	0.6
200	113478.297880	3.969351	0.000030	515.221646	0.6
201	109112.705815	4.954289	0.000029	2047.390502	0.6
202	123019.752673	5.943443	0.000028	1053.764124	0.6
203	107103.392400	6.943430	0.000027	1590.818385	0.6
204	115620.551088	6.407699	0.000027	1449.347610	1.3
205	119329.960961	7.407697	0.000026	676.119762	0.7
206	101619.490415	8.269720	0.000026	1441.816931	0.6
207	105048.932368	8.106085	0.000026	1316.935451	0.6
208	126287.880534	7.139846	0.000027	1142.755232	0.6
209	120536.857406	7.014267	0.000027	1803.738009	0.6
210	107431.722723	8.014127	0.000026	948.849693	0.6
211	116417.137415	7.048360	0.000027	1671.783673	0.6
212	112299.616684	6.098655	0.000028	1335.980754	0.6
213	108405.429917	5.131955	0.000029	844.983773	0.6
214	120101.999709	6.120445	0.000028	1798.607031	0.6
215	133083.426093	7.072786	0.000027	807.826909	0.6
216	99876.981495	8.047256	0.000026	1267.283236	0.6
217	123234.585658	7.755875	0.000026	1091.288785	0.5
218	117992.567448	8.728443	0.000025	715.230372	0.5
219	107883.173713	8.171199	0.000026	2384.579331	0.5
220	134109.770591	7.205947	0.000027	980.804645	0.5
221	125335.869117	6.242032	0.000027	1753.766504	0.5
222	105303.889387	7.241842	0.000026	573.895894	0.6
223	113986.354368	7.931825	0.000026	1401.165720	0.5
224	110618.043649	8.741083	0.000025	1409.849876	0.5
225	103262.062178	9.740568	0.000024	1220.698600	0.5
226	124404.280227	10.739890	0.000024	798.391710	0.5
227	127453.091170	10.688296	0.000024	1371.591913	0.5
228	106296.985432	9.734739	0.000024	1107.152730	0.5
229	112100.236093	10.564359	0.000024	477.930066	0.6
230	112384.880404	10.663215	0.000024	969.422652	0.6
231	108673.844066	10.947572	0.000023	1554.581330	0.5
232	111966.181807	9.981921	0.000024	1686.074193	1.1
233	107998.087801	9.015192	0.000025	1390.720612	0.6
234	110533.298564	10.015192	0.000024	666.217477	0.6
235	103838.627151	10.215299	0.000024	973.847451	0.6
236	108687.523779	10.876541	0.000023	1196.509246	0.7
237	102404.933864	9.921347	0.000024	879.219021	3.0
238	108770.729503	10.209316	0.000024	1199.046709	0.7
239	134444.653747	9.797413	0.000024	1826.806606	0.7
240	108063.795259	8.835229	0.000025	917.749923	0.6
241	116880.061289	8.199822	0.000026	2367.815532	0.6
242	118055.802233	8.993240	0.000025	1442.097617	0.6
243	108218.070392	8.026512	0.000026	1738.127412	0.5
244	116568.632650	9.026511	0.000025	1637.226616	0.5
245	111303.241834	10.026511	0.000024	545.470127	0.6
246	122753.572470	10.939623	0.000023	1751.197156	0.5
247	109285.189486	10.589865	0.000024	963.913561	0.6
248	109878.558993	9.828194	0.000024	1057.963613	0.6
249	113339.708481	8.862519	0.000025	1608.257655	0.7
250	131278.413644	9.573100	0.000024	1675.101300	0.6
251	117361.788970	8.606371	0.000025	556.128665	0.6
252	112641.750518	9.530415	0.000024	1657.079863	0.6
253	119560.923482	8.580656	0.000025	2099.962964	0.6
254	122514.741426	7.613928	0.000026	1060.259317	0.5
255	111199.622149	8.609523	0.000025	1776.887541	0.6
